Song Title,Streams,Highest Charting Position,Number of Times Charted,Artist,Artist Followers,Genre,Release Date,Popularity,Danceability,Energy,Loudness,Speechiness,Acousticness,Liveness,Tempo,Valence
Facas - Ao Vivo,"5,141,640",137,13,"Diego & Victor Hugo, Bruno & Marrone",1585593,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']",15-10-2020,79,0.443,0.509,-5.995,0.054,0.615,0.472,160.984,0.690
Pretty Boy (feat. Lil Yachty),"5,141,212",171,1,Joji,4759367,"['alternative r&b', 'viral pop']",25-09-2020,66,0.656,0.776,-6.184,0.067,0.160,0.372,156.049,0.638
QUE PRETENDES,"5,141,047",146,8,"J Balvin, Bad Bunny",29067437,"['latin', 'reggaeton', 'reggaeton colombiano']",28-06-2019,77,0.639,0.791,-4.443,0.253,0.028,0.362,92.603,0.939
Unstable (feat. The Kid LAROI),"5,137,645",28,3,Justin Bieber,48544923,"['canadian pop', 'pop', 'post-teen pop']",19-03-2021,74,0.495,0.333,-10.109,0.029,0.737,0.112,99.757,0.370
I Want It,"5,137,482",45,2,Juice WRLD,19102888,"['chicago rap', 'melodic rap']",10-07-2020,69,0.288,0.638,-6.935,0.078,0.133,0.140,66.424,0.147
"Gravity (feat. Tyler, The Creator)","5,136,895",176,1,"Brent Faiyaz, DJ Dahi",1726216,"['dmv rap', 'pop', 'r&b', 'rap']",29-01-2021,76,0.539,0.615,-8.746,0.252,0.173,0.144,163.924,0.493
Perreo en La Luna,"5,135,469",128,9,"Rich Music LTD, Sech, Dalex, Justin Quiles, Lenny Tavárez, Feid",206225,"['latin', 'reggaeton', 'trap latino']",11-10-2019,66,0.711,0.757,-4.188,0.290,0.268,0.367,174.013,0.724
Your Power,"5,135,380",4,10,Billie Eilish,47014200,"['electropop', 'pop']",30-07-2021,81,0.632,0.284,-14.025,0.080,0.932,0.233,129.642,0.208
Goodbyes (Feat. Young Thug),"5,134,161",54,22,Post Malone,33663701,"['dfw rap', 'melodic rap', 'rap']",06-09-2019,78,0.548,0.653,-3.875,0.081,0.456,0.103,150.068,0.163
CANCIÓN CON YANDEL,"5,132,247",59,3,"Yandel, Bad Bunny",36177712,"['latin', 'reggaeton', 'trap latino']",10-05-2020,76,0.750,0.741,-4.430,0.402,0.447,0.121,79.968,0.495
Whine Up,"5,130,783",53,12,"Nicky Jam, Anuel AA",14831925,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']",01-11-2019,70,0.817,0.665,-6.224,0.076,0.055,0.103,104.957,0.662
this is me trying,"5,128,412",18,3,Taylor Swift,42227614,"['pop', 'post-teen pop']",24-07-2020,70,0.515,0.476,-9.843,0.033,0.314,0.171,135.886,0.412
If the World Was Ending - feat. Julia Michaels,"5,127,736",38,72,JP Saxe,280585,"['alt z', 'canadian contemporary r&b', 'indie cafe pop', 'pop', 'pop rock', 'post-teen pop']",17-10-2019,82,0.464,0.473,-10.086,0.129,0.866,0.109,75.801,0.604
Love To Hate Me,"5,125,708",35,3,BLACKPINK,23848461,"['k-pop', 'k-pop girl group']",02-10-2020,69,0.686,0.640,-5.491,0.159,0.033,0.080,162.225,0.597
Wishing Well,"5,125,706",7,44,Juice WRLD,19085118,"['chicago rap', 'melodic rap']",10-07-2020,83,0.650,0.613,-6.130,0.128,0.003,0.267,149.972,0.080
SUN GOES DOWN,"5,125,477",54,4,Lil Nas X,5473565,"['lgbtq+ hip hop', 'pop rap']",21-05-2021,80,0.551,0.636,-6.798,0.054,0.084,0.112,174.065,0.148
ROXANNE,"5,124,742",2,61,Arizona Zervas,621200,"['pop rap', 'rhode island rap']",10-10-2019,82,0.621,0.601,-5.616,0.148,0.052,0.460,116.735,0.457
Fútbol & Rumba (feat. Enrique Iglesias),"5,124,116",101,4,Anuel AA,18306226,"['latin', 'reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino']",29-05-2020,67,0.735,0.916,-2.082,0.117,0.397,0.092,167.994,0.691
VIBEZ,"5,121,486",69,11,DaBaby,7601122,"['north carolina hip hop', 'rap']",27-09-2019,75,0.768,0.652,-2.708,0.307,0.113,0.107,154.187,0.777
Tattoo - Remix with Camilo,"5,120,753",22,32,Rauw Alejandro,6096559,"['puerto rican pop', 'trap latino']",09-07-2020,78,0.848,0.637,-5.132,0.156,0.041,0.052,96.988,0.698
Allein sein,"5,119,993",161,1,Ufo361,1700759,"['german cloud rap', 'german hip hop']",27-03-2020,54,0.774,0.588,-8.529,0.225,0.039,0.258,75.978,0.392
Painting Pictures,"5,119,845",195,1,Polo G,4840346,['chicago rap'],11-06-2021,72,0.522,0.466,-8.050,0.458,0.331,0.110,78.430,0.459
Don't Play,"5,119,828",177,1,"Anne-Marie, KSI, Digital Farm Animals",8153871,"['dance pop', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']",15-01-2021,73,0.695,0.784,-6.564,0.040,0.089,0.084,128.031,0.520
"Lose Yourself - From ""8 Mile"" Soundtrack","5,118,004",129,3,Eminem,46814751,"['detroit hip hop', 'hip hop', 'rap']",06-12-2005,75,0.692,0.744,-4.565,0.257,0.009,0.359,171.374,0.061
"Tap In (feat. Post Malone, DaBaby & Jack Harlow)","5,117,128",157,1,Saweetie,1255573,"['cali rap', 'dance pop', 'pop', 'pop rap', 'trap queen']",28-08-2020,64,0.948,0.630,-7.011,0.219,0.006,0.074,100.032,0.425
Bipolar,"5,116,589",79,11,"Mc Davi, Mc Pedrinho, Mc Don Juan",2586114,"['funk carioca', 'funk ostentacao', 'funk paulista']",09-04-2021,84,0.601,0.360,-7.791,0.088,0.586,0.088,124.993,0.335
Remember That Night?,"5,116,325",173,5,Sara Kays,251549,"['alt z', 'indie cafe pop', 'modern indie pop', 'pop', 'social media pop']",06-11-2020,78,0.679,0.610,-10.936,0.031,0.585,0.156,123.978,0.554
Hate The Way (feat. blackbear),"5,116,071",165,1,G-Eazy,4894656,"['hip hop', 'indie pop rap', 'oakland hip hop', 'pop rap', 'rap']",16-10-2020,68,0.569,0.865,-3.844,0.266,0.067,0.312,82.011,0.361
rockstar (feat. 21 Savage),"5,115,990",83,53,Post Malone,33663701,"['dfw rap', 'melodic rap', 'rap']",27-04-2018,83,0.585,0.520,-6.136,0.071,0.124,0.131,159.801,0.129
You Need To Calm Down,"5,115,153",140,9,Taylor Swift,42227614,"['pop', 'post-teen pop']",23-08-2019,78,0.771,0.671,-5.617,0.055,0.009,0.064,85.026,0.714
Slumber Party (feat. Princess Nokia),"5,113,574",96,10,Ashnikko,1246335,"['electropop', 'escape room', 'pop']",15-01-2021,82,0.964,0.398,-8.981,0.080,0.002,0.101,105.012,0.563
Emotions 2.0,"5,113,459",143,1,"Ufo361, CÉLINE",1700759,"['german cloud rap', 'german hip hop']",12-06-2020,65,0.788,0.491,-9.884,0.109,0.386,0.107,98.543,0.271
Bande organisée,"5,112,572",89,9,"13 Organisé, SCH, Kofs, Jul, Naps, Soso Maness, Elams, Solda, Houari",249910,"['french hip hop', 'pop urbaine', 'rap francais', 'rap marseille']",15-08-2020,72,0.901,0.939,-2.762,0.274,0.117,0.064,142.948,0.805
Quizas,"5,112,244",90,10,"Rich Music LTD, Sech, Dalex, Justin Quiles, Lenny Tavárez, Feid, Wisin, Zion",206225,"['latin', 'reggaeton', 'trap latino']",11-10-2019,73,0.727,0.815,-2.454,0.153,0.026,0.231,176.075,0.677
betty,"5,112,180",24,3,Taylor Swift,42227614,"['pop', 'post-teen pop']",24-07-2020,71,0.593,0.377,-8.761,0.025,0.600,0.098,95.939,0.502
my tears ricochet,"5,111,416",10,4,Taylor Swift,42227614,"['pop', 'post-teen pop']",24-07-2020,71,0.456,0.263,-10.630,0.033,0.806,0.075,129.860,0.111
Only The Young - Featured in Miss Americana,"5,111,068",61,3,Taylor Swift,42227614,"['pop', 'post-teen pop']",31-01-2020,63,0.560,0.780,-4.895,0.052,0.002,0.071,93.516,0.602
"His & Hers (feat. Don Toliver, Lil Uzi Vert & Gunna)","5,110,475",122,5,Internet Money,411579,"['pop rap', 'rap', 'trap']",13-05-2021,84,0.792,0.707,-5.218,0.062,0.116,0.120,134.997,0.408
Mean It,"5,110,064",69,7,"Lauv, LANY",4442273,"['dance pop', 'electropop', 'pop', 'post-teen pop']",06-03-2020,72,0.746,0.450,-8.543,0.087,0.041,0.172,95.998,0.336
Lets Link,"5,109,038",106,5,WhoHeem,25417,['viral rap'],20-08-2020,61,0.839,0.683,-9.232,0.165,0.007,0.241,120.003,0.522
Savage Love (Laxed - Siren Beat),"5,108,950",1,55,"Jawsh 685, Jason Derulo",100604,['nz pop'],11-06-2020,82,0.767,0.481,-8.520,0.080,0.234,0.269,150.076,0.761
Run It Up (feat. Offset & Moneybagg Yo),"5,107,084",94,5,Lil Tjay,3553442,"['brooklyn drill', 'melodic rap', 'nyc rap']",02-04-2021,81,0.880,0.575,-6.091,0.163,0.415,0.109,120.031,0.671
Gangstas,"5,104,422",53,2,Pop Smoke,6852509,['brooklyn drill'],03-07-2020,71,0.548,0.506,-7.434,0.102,0.203,0.079,119.987,0.557
Cúrame,"5,104,206",184,1,Rauw Alejandro,6080597,"['puerto rican pop', 'trap latino']",25-06-2021,85,0.765,0.625,-3.599,0.055,0.584,0.112,102.101,0.262
Fan de Tus Fotos,"5,103,863",164,11,"Nicky Jam, Romeo Santos",14826679,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']",08-02-2021,79,0.728,0.689,-5.718,0.073,0.293,0.109,170.089,0.431
Say So,"5,103,528",6,60,Doja Cat,8671649,"['dance pop', 'pop']",07-11-2019,82,0.787,0.673,-4.583,0.159,0.264,0.090,110.962,0.779
Kids Again,"5,103,194",176,1,Sam Smith,17097317,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",30-10-2020,62,0.666,0.726,-2.998,0.026,0.486,0.089,128.044,0.468
All of Me,"5,103,014",110,78,John Legend,5799137,"['neo soul', 'pop', 'pop soul', 'r&b', 'urban contemporary']",30-08-2013,84,0.422,0.264,-7.064,0.032,0.922,0.132,119.930,0.331
BXL ZOO,"5,101,640",158,1,"Damso, Hamza",3071170,"['belgian hip hop', 'french hip hop', 'pop urbaine', 'rap belge', 'rap conscient']",28-04-2021,62,0.745,0.656,-6.829,0.203,0.060,0.110,137.997,0.405
Martin & Gina,"5,098,609",80,41,Polo G,4840346,['chicago rap'],15-05-2020,85,0.832,0.534,-7.813,0.253,0.345,0.165,93.924,0.116
Devil Eyes,"5,098,581",182,3,Hippie Sabotage,713486,"['edm', 'electronic trap']",05-02-2016,80,0.391,0.396,-8.621,0.189,0.702,0.315,99.112,0.199
Ransom,"5,097,394",56,30,Lil Tecca,4022792,"['melodic rap', 'rap', 'trap']",30-08-2019,80,0.745,0.642,-6.257,0.287,0.020,0.066,179.974,0.226
Follow You,"5,097,187",75,19,Imagine Dragons,35285425,"['modern rock', 'pop', 'rock']",12-03-2021,84,0.542,0.732,-5.956,0.052,0.002,0.496,124.912,0.489
Lost In Yesterday,"5,096,624",187,1,Tame Impala,5064200,"['australian psych', 'neo-psychedelic']",14-02-2020,69,0.569,0.840,-4.123,0.118,0.030,0.100,183.059,0.749
Highway to Hell,"5,096,618",179,1,AC/DC,20110171,"['australian rock', 'hard rock', 'rock']",27-07-1979,83,0.574,0.913,-4.793,0.133,0.061,0.156,115.728,0.423
Bleed,"5,095,478",131,1,A Boogie Wit da Hoodie,5865895,"['melodic rap', 'pop rap', 'rap', 'trap']",19-06-2020,61,0.698,0.572,-7.735,0.198,0.135,0.154,71.446,0.391
Stuck with U (with Justin Bieber),"5,094,660",2,48,Ariana Grande,67208170,"['dance pop', 'pop', 'post-teen pop']",08-05-2020,84,0.597,0.450,-6.658,0.042,0.223,0.382,178.765,0.537
DEUX TOILES DE MER,"5,094,137",159,1,Damso,3071170,"['belgian hip hop', 'french hip hop', 'pop urbaine', 'rap belge', 'rap conscient']",28-04-2021,62,0.521,0.390,-9.726,0.128,0.582,0.112,104.106,0.157
Head Shoulders Knees & Toes (feat. Norma Jean Martine),"5,093,408",91,26,"Ofenbach, Quarterhead",432511,"['edm', 'new french touch', 'pop dance', 'tropical house']",08-05-2020,79,0.798,0.828,-5.360,0.193,0.025,0.121,124.962,0.600
Dior,"5,092,354",40,65,Pop Smoke,6837946,['brooklyn drill'],26-07-2019,83,0.548,0.805,-5.732,0.351,0.212,0.408,142.094,0.648
Can You Feel My Heart,"5,092,250",140,4,Bring Me The Horizon,3912138,"['melodic metalcore', 'metalcore', 'rock', 'uk metalcore']",01-04-2013,77,0.150,0.859,-2.827,0.060,0.002,0.387,170.527,0.354
Best Friend (feat. Doja Cat),"5,090,062",45,29,Saweetie,1254432,"['cali rap', 'dance pop', 'pop', 'pop rap', 'trap queen']",07-01-2021,83,0.840,0.766,-4.120,0.136,0.003,0.068,94.018,0.402
Supalonely,"5,089,970",12,32,"BENEE, Gus Dapperton",638337,"['alt z', 'nz pop', 'pop']",15-11-2019,77,0.863,0.631,-4.689,0.053,0.305,0.123,128.977,0.817
Tapão Na Raba,"5,088,848",82,12,Raí Saia Rodada,1260752,['forro'],22-01-2021,80,0.808,0.796,-3.169,0.031,0.462,0.155,128.048,0.799
Hayloft,"5,086,382",120,15,Mother Mother,2110870,"['indie pop', 'vancouver indie']",23-09-2008,81,0.527,0.922,-2.666,0.073,0.005,0.422,95.975,0.490
Start Wit Me (feat. Gunna),"5,085,706",182,2,Roddy Ricch,6608815,"['melodic rap', 'rap', 'trap']",06-12-2019,68,0.886,0.479,-8.054,0.334,0.077,0.135,130.029,0.408
Hope,"5,085,527",157,9,XXXTENTACION,29566516,"['emo rap', 'miami hip hop']",16-03-2018,84,0.592,0.457,-6.081,0.060,0.661,0.146,146.040,0.225
Blueberry Faygo,"5,085,511",8,68,Lil Mosey,3816446,"['melodic rap', 'rap', 'rap conscient', 'trap', 'vapor trap']",07-02-2020,79,0.774,0.554,-7.909,0.038,0.207,0.132,99.034,0.349
Can't Hold Us - feat. Ray Dalton,"5,085,147",170,13,Macklemore & Ryan Lewis,2562082,"['modern rock', 'pop rap', 'seattle hip hop']",09-10-2012,83,0.641,0.922,-4.457,0.079,0.029,0.086,146.078,0.847
The Less I Know The Better,"5,084,635",149,46,Tame Impala,5064200,"['australian psych', 'neo-psychedelic']",17-07-2015,84,0.640,0.740,-4.083,0.028,0.012,0.167,116.879,0.785
Promiscuous,"5,083,648",157,4,"Nelly Furtado, Timbaland",2688557,"['canadian latin', 'canadian pop', 'dance pop', 'pop', 'pop rap']",01-01-2006,82,0.808,0.970,-6.098,0.051,0.057,0.154,114.328,0.868
Ponte Pa' Mi,"5,082,870",141,13,Justin Quiles,2897862,"['latin', 'reggaeton', 'trap latino']",20-11-2020,76,0.878,0.713,-4.566,0.095,0.058,0.082,92.028,0.615
No Judgement,"5,082,563",113,7,Niall Horan,7564659,"['dance pop', 'pop', 'post-teen pop']",07-02-2020,65,0.723,0.726,-3.835,0.047,0.056,0.057,100.051,0.962
Train Wreck,"5,081,800",62,28,James Arthur,8446147,"['pop', 'post-teen pop', 'talent show', 'uk pop']",28-10-2016,82,0.311,0.485,-5.726,0.037,0.701,0.073,77.355,0.225
I Feel It Coming,"5,079,857",109,6,"The Weeknd, Daft Punk",35340069,"['canadian contemporary r&b', 'canadian pop', 'pop']",25-11-2016,80,0.773,0.819,-5.946,0.118,0.428,0.068,92.987,0.585
EARFQUAKE,"5,079,657",160,2,"Tyler, The Creator",6782693,"['hip hop', 'rap']",17-05-2019,79,0.554,0.498,-8.866,0.069,0.230,0.795,79.635,0.413
Párteme La Cara,"5,079,580",185,1,"C. Tangana, Ed Maverick",1453875,['urbano espanol'],26-02-2021,70,0.761,0.296,-10.220,0.048,0.551,0.134,127.938,0.579
"thank u, next","5,079,328",88,27,Ariana Grande,67208170,"['dance pop', 'pop', 'post-teen pop']",08-02-2019,82,0.717,0.653,-5.634,0.066,0.229,0.101,106.966,0.412
Soltera - Remix,"5,078,459",106,10,"Lunay, Daddy Yankee, Bad Bunny",4963516,"['latin', 'latin pop', 'reggaeton', 'reggaeton flow', 'trap latino']",10-05-2019,75,0.795,0.783,-4.271,0.043,0.361,0.437,92.010,0.799
Esquema Preferido (feat. Tarcísio do Acordeon),"5,078,174",191,1,DJ Ivis,342930,['piseiro'],26-11-2020,73,0.676,0.823,-4.386,0.102,0.242,0.077,160.013,0.907
Trampoline (with ZAYN),"5,075,520",46,9,SHAED,139434,"['electropop', 'pop']",26-09-2019,73,0.619,0.459,-5.782,0.033,0.560,0.137,126.803,0.498
BLIND (feat. Young Thug),"5,074,613",157,1,DaBaby,7601122,"['north carolina hip hop', 'rap']",04-08-2020,69,0.709,0.679,-6.503,0.346,0.012,0.097,162.973,0.754
all the good girls go to hell,"5,074,485",118,8,Billie Eilish,47061119,"['electropop', 'pop']",29-03-2019,75,0.726,0.444,-8.922,0.372,0.283,0.177,185.044,0.569
Agua de Jamaica,"5,072,462",167,2,Maluma,26784251,"['latin', 'reggaeton', 'reggaeton colombiano']",28-01-2021,75,0.664,0.665,-3.616,0.088,0.123,0.411,173.961,0.726
Vibez,"5,071,718",55,4,ZAYN,16655692,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",08-01-2021,69,0.635,0.659,-7.499,0.116,0.242,0.105,96.855,0.340
Monster (Shawn Mendes & Justin Bieber),"5,069,268",7,23,Shawn Mendes,33893352,"['canadian pop', 'dance pop', 'pop', 'post-teen pop', 'viral pop']",20-11-2020,79,0.652,0.383,-7.076,0.052,0.068,0.083,145.765,0.549
Somebody That I Used To Know,"5,068,972",129,14,"Gotye, Kimbra",2263960,['australian pop'],01-01-2011,76,0.864,0.495,-7.036,0.037,0.591,0.099,129.062,0.720
The Hills,"5,068,864",52,22,The Weeknd,35305637,"['canadian contemporary r&b', 'canadian pop', 'pop']",28-08-2015,84,0.585,0.564,-7.063,0.052,0.067,0.135,113.003,0.137
Futsal Shuffle 2020 - Bonus Track,"5,068,849",57,3,Lil Uzi Vert,11821805,"['melodic rap', 'philly rap', 'rap', 'trap']",06-03-2020,63,0.879,0.448,-8.570,0.222,0.035,0.224,136.985,0.278
Me Fije,"5,068,677",183,4,"Alex Rose, Rauw Alejandro",2166191,"['latin', 'reggaeton', 'reggaeton flow', 'trap latino']",18-03-2021,83,0.760,0.674,-4.039,0.064,0.396,0.098,172.024,0.735
Mood Swings (feat. Lil Tjay),"5,068,349",12,37,Pop Smoke,6852509,['brooklyn drill'],03-07-2020,82,0.480,0.602,-6.335,0.368,0.487,0.085,179.798,0.269
Pa' Olvidarme De Ella,"5,066,711",157,7,"Piso 21, Christian Nodal",7226268,"['colombian pop', 'latin', 'latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino']",06-09-2019,74,0.728,0.542,-5.195,0.051,0.259,0.136,90.016,0.637
Good Days,"5,065,132",5,31,SZA,5881963,"['pop', 'pop rap', 'r&b']",25-12-2020,84,0.436,0.655,-8.370,0.058,0.499,0.688,121.002,0.412
7 Summers,"5,064,504",53,5,Morgan Wallen,2147875,['contemporary country'],08-01-2021,73,0.466,0.786,-5.130,0.033,0.417,0.125,203.903,0.571
Madrid (feat. Myke Towers),"5,064,484",119,11,Maluma,26784251,"['latin', 'reggaeton', 'reggaeton colombiano']",21-08-2020,73,0.764,0.741,-3.617,0.101,0.239,0.107,170.081,0.802
Kiss My (Uh Oh),"5,063,181",191,1,"Anne-Marie, Little Mix",8148393,"['dance pop', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']",23-07-2021,78,0.638,0.878,-3.639,0.048,0.015,0.308,103.948,0.481
Holy (feat. Chance The Rapper),"5,063,015",4,37,Justin Bieber,48504126,"['canadian pop', 'pop', 'post-teen pop']",18-09-2020,81,0.673,0.704,-8.056,0.360,0.196,0.090,86.919,0.372
Machu Picchu,"5,062,404",66,10,"Camilo, Evaluna Montaner",10561047,"['colombian pop', 'reggaeton colombiano']",01-03-2021,76,0.788,0.789,-2.390,0.124,0.397,0.226,167.897,0.867
Electric Love,"5,060,903",61,26,BØRNS,1027085,"['modern alternative rock', 'modern rock', 'pop']",16-10-2015,83,0.611,0.797,-7.627,0.053,0.005,0.260,120.041,0.518
Snow On Tha Bluff,"5,060,764",134,1,J. Cole,14103694,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",16-06-2020,66,0.586,0.512,-8.819,0.067,0.723,0.119,75.857,0.235
Además de Mí - Remix,"5,060,336",75,5,"Rusherking, KHEA, Duki, Maria Becerra, LIT killah, Tiago PZK",301217,"['trap argentino', 'trap latino', 'trap triste']",04-03-2021,78,0.397,0.613,-5.077,0.055,0.040,0.192,78.400,0.405
Lifestyle (feat. Adam Levine),"5,059,891",128,3,"Jason Derulo, Maroon 5",9778632,"['dance pop', 'pop', 'pop rap', 'post-teen pop']",21-01-2021,78,0.749,0.674,-5.128,0.037,0.021,0.169,123.055,0.711
TELL ME WHY,"5,056,986",163,1,The Kid LAROI,2238190,['australian hip hop'],24-07-2020,71,0.600,0.723,-4.928,0.158,0.109,0.167,149.881,0.463
Crazy Over You,"5,056,387",32,3,BLACKPINK,23848461,"['k-pop', 'k-pop girl group']",02-10-2020,68,0.804,0.633,-6.186,0.061,0.037,0.102,115.002,0.670
Someone To You,"5,054,881",123,26,BANNERS,419151,"['indie cafe pop', 'indie poptimism', 'modern rock', 'pop', 'pop rock']",04-10-2019,79,0.520,0.903,-5.497,0.042,0.005,0.254,74.988,0.652
In Your Eyes,"5,054,319",6,53,The Weeknd,35340069,"['canadian contemporary r&b', 'canadian pop', 'pop']",20-03-2020,81,0.667,0.719,-5.371,0.035,0.003,0.074,100.021,0.717
Fly Away,"5,053,713",177,7,Tones And I,2820477,"['australian pop', 'pop']",13-11-2020,79,0.806,0.513,-6.208,0.069,0.217,0.217,124.988,0.503
illicit affairs,"5,053,658",20,3,Taylor Swift,42227614,"['pop', 'post-teen pop']",24-07-2020,70,0.559,0.310,-10.445,0.034,0.881,0.106,119.845,0.460
"All I Want - From ""High School Musical: The Musical: The Series""","5,052,801",103,12,Olivia Rodrigo,6313514,['pop'],27-11-2019,76,0.376,0.430,-6.585,0.033,0.090,0.091,77.599,0.129
Payphone,"5,052,717",193,3,"Maroon 5, Wiz Khalifa",32279979,"['pop', 'pop rock']",01-01-2012,74,0.739,0.756,-4.828,0.039,0.014,0.370,110.028,0.523
To the Bone,"5,052,557",198,1,Pamungkas,1643882,['indonesian pop'],14-06-2019,81,0.668,0.727,-6.550,0.027,0.514,0.100,139.991,0.939
Vida Louca,"5,051,514",200,1,"Mc Poze do Rodo, Neo Beats, Mainstreet",448447,"['funk carioca', 'funk ostentacao']",02-04-2021,82,0.852,0.620,-5.790,0.227,0.359,0.101,92.464,0.744
SAD!,"5,051,338",101,68,XXXTENTACION,29566516,"['emo rap', 'miami hip hop']",16-03-2018,84,0.740,0.613,-4.880,0.145,0.258,0.123,75.023,0.473
Hit Different,"5,049,863",72,2,"SZA, The Neptunes, Pharrell Williams, Ty Dolla $ign",5888533,"['pop', 'pop rap', 'r&b']",04-09-2020,74,0.679,0.516,-6.371,0.045,0.199,0.097,120.074,0.716
my ex's best friend (with blackbear),"5,048,079",39,45,Machine Gun Kelly,3864419,"['ohio hip hop', 'pop rap']",25-09-2020,83,0.731,0.675,-5.134,0.043,0.005,0.141,124.939,0.298
Stay High,"5,047,752",37,3,Juice WRLD,19102888,"['chicago rap', 'melodic rap']",10-07-2020,75,0.745,0.500,-6.184,0.135,0.439,0.094,76.968,0.433
Ayy Macarena,"5,046,905",37,12,Tyga,6298789,"['dance pop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",13-11-2019,74,0.816,0.629,-5.568,0.226,0.133,0.069,96.493,0.714
Mds,"5,046,418",162,3,"Kawe, Mc Lele JP",444736,"['brazilian hip hop', 'funk ostentacao']",19-05-2020,72,0.885,0.561,-5.331,0.249,0.261,0.121,140.020,0.644
Maniac,"5,044,929",112,28,Conan Gray,3799104,"['alt z', 'bedroom pop', 'electropop', 'indie pop', 'pop', 'post-teen pop']",20-03-2020,82,0.628,0.639,-5.460,0.044,0.002,0.354,108.045,0.493
Graveyard,"5,044,853",86,6,Halsey,15663384,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop', 'post-teen pop']",17-01-2020,71,0.667,0.583,-5.127,0.075,0.231,0.181,92.043,0.187
Arcoíris,"5,044,774",163,1,"J Balvin, Mr Eazi",29067437,"['latin', 'reggaeton', 'reggaeton colombiano']",19-03-2020,62,0.731,0.787,-5.260,0.072,0.085,0.316,92.971,0.393
Trap This Way (This Way),"5,043,990",177,1,Lil Uzi Vert,11821805,"['melodic rap', 'philly rap', 'rap', 'trap']",13-03-2020,59,0.710,0.586,-5.331,0.381,0.248,0.193,175.987,0.207
GREECE (feat. Drake),"5,043,665",22,18,DJ Khaled,6281829,"['hip hop', 'miami hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",16-07-2020,77,0.695,0.343,-10.798,0.043,0.074,0.107,85.840,0.229
Just the Way You Are,"5,043,647",133,20,Bruno Mars,32574754,"['dance pop', 'pop', 'post-teen pop']",05-10-2010,80,0.637,0.843,-5.413,0.043,0.015,0.088,109.012,0.434
Rain On Me (with Ariana Grande),"5,041,656",1,55,Lady Gaga,18572085,"['dance pop', 'pop', 'post-teen pop']",22-05-2020,79,0.672,0.855,-3.764,0.040,0.021,0.323,123.056,0.646
"Volta Bebê, Volta Neném","5,041,120",71,13,"Dj Guuga, DJ Ivis",608109,"['funk carioca', 'funk paulista', 'rave funk']",27-03-2021,79,0.583,0.918,-3.612,0.052,0.288,0.070,164.081,0.836
